target,feature,n_group_0,n_group_1,mean_group_0,mean_group_1,median_group_0,median_group_1,std_group_0,std_group_1,mean_difference,median_difference,t_stat,p_value,cohen_d,effect_magnitude,direction,p_fdr,significant_fdr,evidence_feature_type,evidence_mean_difference,evidence_cohen_d,evidence_abs_cohen_d,evidence_p_value,evidence_p_fdr,evidence_fdr_significant,evidence_target_direction,evidence_target_direction_consistency,evidence_target_robustness_class,evidence_subject_vs_statistical_direction,evidence_scientific_evidence_class,evidence_final_evidence_class_v2,evidence_scientific_priority_score,evidence_scientific_priority_score_v2,evidence_scientific_rank,evidence_scientific_rank_v2,evidence_n_group_0,evidence_n_group_1,evidence_mean_group_0,evidence_mean_group_1,evidence_median_group_0,evidence_median_group_1,evidence_std_group_0,evidence_std_group_1,evidence_median_difference,evidence_t_stat,evidence_effect_magnitude,evidence_direction,evidence_significant_fdr,evidence_remember_subject_count,evidence_remember_subject_effect_mean,evidence_remember_subject_effect_median,evidence_remember_subject_effect_std,evidence_remember_positive_fraction,evidence_remember_negative_fraction,evidence_remember_direction_consistency,evidence_remember_direction,evidence_remember_robustness_class,evidence_correct_subject_count,evidence_correct_subject_effect_mean,evidence_correct_subject_effect_median,evidence_correct_subject_effect_std,evidence_correct_positive_fraction,evidence_correct_negative_fraction,evidence_correct_direction_consistency,evidence_correct_direction,evidence_correct_robustness_class,evidence_overall_robustness_class,evidence_robustness_class,evidence_subject_robustness_available,evidence_target_subject_count,evidence_final_scientific_priority_score,evidence_final_scientific_rank,robust_remember_subject_count,robust_remember_subject_effect_mean,robust_remember_subject_effect_median,robust_remember_subject_effect_std,robust_remember_positive_fraction,robust_remember_negative_fraction,robust_remember_direction_consistency,robust_remember_direction,robust_remember_robustness_class,robust_correct_subject_count,robust_correct_subject_effect_mean,robust_correct_subject_effect_median,robust_correct_subject_effect_std,robust_correct_positive_fraction,robust_correct_negative_fraction,robust_correct_direction_consistency,robust_correct_direction,robust_correct_robustness_class,robust_overall_robustness_class,cross_target_remember_effect,cross_target_correct_effect,cross_target_remember_abs_effect,cross_target_correct_abs_effect,cross_target_effect_difference_correct_minus_remember,cross_target_absolute_cross_target_difference,cross_target_direction_relationship,cross_target_target_specificity,cross_target_cross_target_pattern,cross_target_remember_p_fdr,cross_target_correct_p_fdr,cross_target_remember_fdr_significant,cross_target_correct_fdr_significant,cross_target_significance_pattern,cross_target_target_dissociation_score,cross_target_cross_target_rank,interpretation_target,interpretation_frequency_band,interpretation_brain_region,interpretation_feature_measure,interpretation_mean_difference,interpretation_cohen_d,interpretation_abs_cohen_d_clean,interpretation_p_value,interpretation_p_fdr,interpretation_fdr_significant_clean,interpretation_target_direction,interpretation_target_direction_consistency,interpretation_target_robustness_class,interpretation_subject_vs_statistical_direction,interpretation_evidence_class,interpretation_effect_strength_v1,interpretation_scientific_priority_score_v2,interpretation_scientific_rank_v2,interpretation_scientific_interpretation_v1,final_master_priority,final_fdr_significant,subject_robustness_available,final_evidence_class
correct,alpha_beta_central_ratio,1059,20008,5.299144305615401,6.357961033562,3.521261533380698,4.138613145108845,5.161119958255464,6.757474720909835,1.0588167279465992,0.6173516117281475,6.392419431964029,2.29537880609731e-10,0.1583539341510638,negligible,positive,2.7374404943671806e-09,True,EEG_scientific_feature,1.0588167279465992,0.1583539341510638,0.1583539341510638,2.29537880609731e-10,2.7374404943671806e-09,True,positive,0.7647058823529411,moderate,agreement,moderate_replicated,strong_replicated,0.4425185407359574,8.158354,6,1,1059,20008,5.299144305615401,6.357961033562,3.521261533380698,4.138613145108845,5.161119958255464,6.757474720909835,0.6173516117281475,6.392419431964029,negligible,positive,True,22.0,-0.0064813694963937,-0.0012023537617123,0.1239208938602874,0.5,0.5,0.5,mixed,mixed,17.0,0.1440296475896215,0.0918357757863384,0.2560959076672984,0.7647058823529411,0.2352941176470588,0.7647058823529411,positive,moderate,moderate,not_available,True,17.0,8.0,1.0,22,-0.0064813694963937,-0.0012023537617123,0.1239208938602874,0.5,0.5,0.5,mixed,mixed,17,0.1440296475896215,0.0918357757863384,0.2560959076672984,0.7647058823529411,0.2352941176470588,0.7647058823529411,positive,moderate,moderate,-0.2817822470669995,1.0588167279465992,0.2817822470669995,1.0588167279465992,1.3405989750135987,1.3405989750135987,opposite_direction,correct_dominant,target_dissociated,0.0114251934499194,2.7374404943671806e-09,True,True,significant_both_targets,2.6811979500271974,3,correct,alpha,central,ratio,1.0588167279465992,0.1583539341510638,0.1583539341510638,2.29537880609731e-10,2.7374404943671806e-09,True,positive,0.7647058823529411,moderate,agreement,strong_replicated,negligible,8.158354,1,high_priority; alpha-band; central-region; positive; negligible-effect,8.0,True,True,moderate_replicated
correct,theta_temporal,1059,20008,1.2643126007221177,1.5751647756613032,0.7803062038442103,0.7870941391326471,1.959280515528048,2.7729473455585176,0.3108521749391855,0.0067879352884367,4.909350561482224,1.0302754697184571e-06,0.113538613324556,negligible,positive,5.245038754930327e-06,True,EEG_scientific_feature,0.3108521749391855,0.113538613324556,0.113538613324556,1.0302754697184571e-06,5.245038754930327e-06,True,positive,0.7058823529411765,moderate,agreement,moderate_replicated,strong_replicated,0.4021847519921004,8.113539,22,2,1059,20008,1.2643126007221177,1.5751647756613032,0.7803062038442103,0.7870941391326471,1.959280515528048,2.7729473455585176,0.0067879352884367,4.909350561482224,negligible,positive,True,22.0,-0.0033958097139939,0.0022911318684787,0.0896860351266982,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.1082657771770008,0.0660816722314345,0.216631356310664,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,not_available,True,17.0,8.0,1.0,22,-0.0033958097139939,0.0022911318684787,0.0896860351266982,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17,0.1082657771770008,0.0660816722314345,0.216631356310664,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,-0.1777613758745846,0.3108521749391855,0.1777613758745846,0.3108521749391855,0.4886135508137701,0.4886135508137701,opposite_direction,correct_dominant,target_dissociated,6.358390947165893e-05,5.245038754930327e-06,True,True,significant_both_targets,0.9772271016275402,15,correct,theta,temporal,regional_power,0.3108521749391855,0.113538613324556,0.113538613324556,1.0302754697184571e-06,5.245038754930327e-06,True,positive,0.7058823529411765,moderate,agreement,strong_replicated,negligible,8.113539,2,high_priority; theta-band; temporal-region; positive; negligible-effect,8.0,True,True,moderate_replicated
correct,theta_occipital,1059,20008,2.573875777170403,3.225378560753268,1.2113182051748568,1.349802391002465,5.019496471107093,6.351574643893204,0.6515027835828651,0.1384841858276082,4.055453864697963,5.3146938140196856e-05,0.1035544831678395,negligible,positive,0.0001541677604189,True,EEG_scientific_feature,0.6515027835828651,0.1035544831678395,0.1035544831678395,5.3146938140196856e-05,0.0001541677604189,True,positive,0.7058823529411765,moderate,agreement,moderate_replicated,strong_replicated,0.3931990348510555,8.103554,27,3,1059,20008,2.573875777170403,3.225378560753268,1.2113182051748568,1.349802391002465,5.019496471107093,6.351574643893204,0.1384841858276082,4.055453864697963,negligible,positive,True,22.0,0.0014960811435249,0.0100555128668375,0.0925045353107332,0.5,0.5,0.5,mixed,mixed,17.0,0.0722755107648713,0.0680261649250033,0.1812572203455097,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,not_available,True,17.0,8.0,1.0,22,0.0014960811435249,0.0100555128668375,0.0925045353107332,0.5,0.5,0.5,mixed,mixed,17,0.0722755107648713,0.0680261649250033,0.1812572203455097,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,-0.1364415539417218,0.6515027835828651,0.1364415539417218,0.6515027835828651,0.7879443375245869,0.7879443375245869,opposite_direction,correct_dominant,target_dissociated,0.2217732219267152,0.0001541677604189,False,True,significant_correct_only,1.5758886750491738,9,correct,theta,occipital,regional_power,0.6515027835828651,0.1035544831678395,0.1035544831678395,5.3146938140196856e-05,0.0001541677604189,True,positive,0.7058823529411765,moderate,agreement,strong_replicated,negligible,8.103554,3,high_priority; theta-band; occipital-region; positive; negligible-effect,8.0,True,True,moderate_replicated
correct,beta_parietal,1059,20008,0.2974465511931445,0.3525618731700325,0.2495184071224784,0.2616003081450263,0.2685872507103882,0.3594827871454787,0.0551153219768879,0.0120819010225479,6.3821137096553135,2.4441432985421256e-10,0.1550481442910112,negligible,positive,2.7374404943671806e-09,True,EEG_scientific_feature,0.0551153219768879,0.1550481442910112,0.1550481442910112,2.4441432985421256e-10,2.7374404943671806e-09,True,positive,0.6470588235294118,weak,agreement,weak_replicated,moderate_replicated,0.43954332986191,7.155048,7,5,1059,20008,0.2974465511931445,0.3525618731700325,0.2495184071224784,0.2616003081450263,0.2685872507103882,0.3594827871454787,0.0120819010225479,6.3821137096553135,negligible,positive,True,22.0,-0.0059303388163629,0.0050942344560753,0.1370314278828085,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0456835929960584,0.0300598021055862,0.2585608759860224,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0059303388163629,0.0050942344560753,0.1370314278828085,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17,0.0456835929960584,0.0300598021055862,0.2585608759860224,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,0.00543485157311,0.0551153219768879,0.00543485157311,0.0551153219768879,0.0496804704037779,0.0496804704037779,same_direction,correct_dominant,weak_cross_target_pattern,0.3558232428929716,2.7374404943671806e-09,False,True,significant_correct_only,0.1102306439537758,34,correct,beta,parietal,regional_power,0.0551153219768879,0.1550481442910112,0.1550481442910112,2.4441432985421256e-10,2.7374404943671806e-09,True,positive,0.6470588235294118,weak,agreement,moderate_replicated,negligible,7.155048,5,replicated_candidate; beta-band; parietal-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,theta_central,1059,20008,1.0610205353673916,1.4103416282087649,0.5948337066072213,0.658484406128965,1.7628110542308992,2.3101343992417656,0.3493210928413732,0.0636506995217436,6.1741178369680165,8.960583513350942e-10,0.1528240647860177,negligible,positive,7.168466810680754e-09,True,EEG_scientific_feature,0.3493210928413732,0.1528240647860177,0.1528240647860177,8.96058351335094e-10,7.168466810680754e-09,True,positive,0.5882352941176471,weak,agreement,weak_replicated,moderate_replicated,0.4375416583074159,7.152824,9,6,1059,20008,1.0610205353673916,1.4103416282087649,0.5948337066072213,0.658484406128965,1.7628110542308992,2.3101343992417656,0.0636506995217436,6.1741178369680165,negligible,positive,True,22.0,-0.0041159072823488,0.011607086792101,0.113605800806231,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.1130771164149493,0.1026073676032386,0.3143562964532262,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0041159072823488,0.011607086792101,0.113605800806231,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17,0.1130771164149493,0.1026073676032386,0.3143562964532262,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,-0.1245452053242046,0.3493210928413732,0.1245452053242046,0.3493210928413732,0.4738662981655778,0.4738662981655778,opposite_direction,correct_dominant,target_dissociated,0.0006842357801919,7.168466810680754e-09,True,True,significant_both_targets,0.9477325963311556,18,correct,theta,central,regional_power,0.3493210928413732,0.1528240647860177,0.1528240647860177,8.96058351335094e-10,7.168466810680754e-09,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.152824,6,replicated_candidate; theta-band; central-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,delta_rel,1059,20008,0.4501330121080081,0.4106648975537708,0.4244882018453266,0.3894971039191753,0.2065849546148335,0.1885324429335318,-0.0394681145542373,-0.0349910979261512,-6.084546916966268,1.587265517897595e-09,-0.208296811598445,small,negative,1.1110858625283166e-08,True,EEG_scientific_feature,-0.0394681145542373,-0.208296811598445,0.208296811598445,1.587265517897595e-09,1.1110858625283166e-08,True,negative,0.6470588235294118,weak,agreement,weak_replicated,moderate_replicated,0.4874671304386004,7.208297,4,4,1059,20008,0.4501330121080081,0.4106648975537708,0.4244882018453266,0.3894971039191753,0.2065849546148335,0.1885324429335318,-0.0349910979261512,-6.084546916966268,small,negative,True,22.0,0.0128622264586155,0.0100134032748007,0.1057295040378319,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.0743944603072778,-0.0181843987718074,0.2665142152639937,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,not_available,True,17.0,7.0,2.0,22,0.0128622264586155,0.0100134032748007,0.1057295040378319,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17,-0.0743944603072778,-0.0181843987718074,0.2665142152639937,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,-0.0025564866389498,-0.0394681145542373,0.0025564866389498,0.0394681145542373,-0.0369116279152875,0.0369116279152875,same_direction,weak_both_targets,weak_cross_target_pattern,0.3948965932189974,1.1110858625283166e-08,False,True,significant_correct_only,0.0789362291084746,38,correct,delta,global,relative_power,-0.0394681145542373,-0.208296811598445,0.208296811598445,1.587265517897595e-09,1.1110858625283166e-08,True,negative,0.6470588235294118,weak,agreement,moderate_replicated,small,7.208297,4,replicated_candidate; delta-band; global-region; negative; small-effect,7.0,True,True,weak_replicated
correct,theta_abs,1059,20008,1.7327137941335682,2.155545448627481,0.9485327460233196,1.1286646587206688,2.703123212520705,3.450766361039049,0.4228316544939132,0.1801319126973491,4.884087561688353,1.1737778450184356e-06,0.1237392080186769,negligible,positive,5.477629943419366e-06,True,EEG_scientific_feature,0.4228316544939132,0.1237392080186769,0.1237392080186769,1.1737778450184356e-06,5.477629943419366e-06,True,positive,0.5882352941176471,weak,agreement,weak_replicated,moderate_replicated,0.4113652872168092,7.123739,18,10,1059,20008,1.7327137941335682,2.155545448627481,0.9485327460233196,1.1286646587206688,2.703123212520705,3.450766361039049,0.1801319126973491,4.884087561688353,negligible,positive,True,22.0,-0.0029891438300134,0.0321264622211444,0.1122553050630414,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.093064392613907,0.1011817885579857,0.2524917028092643,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0029891438300134,0.0321264622211444,0.1122553050630414,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17,0.093064392613907,0.1011817885579857,0.2524917028092643,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,-0.1930376038406147,0.4228316544939132,0.1930376038406147,0.4228316544939132,0.6158692583345279,0.6158692583345279,opposite_direction,correct_dominant,target_dissociated,0.0004393692914317,5.477629943419366e-06,True,True,significant_both_targets,1.2317385166690558,13,correct,theta,global,absolute_power,0.4228316544939132,0.1237392080186769,0.1237392080186769,1.1737778450184356e-06,5.477629943419366e-06,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.123739,10,replicated_candidate; theta-band; global-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,theta_parietal,1059,20008,2.305587252193009,2.9308820045937525,1.0445502415118426,1.3325680341355033,4.162152707768499,5.290287353976438,0.6252947524007433,0.2880177926236607,4.692431300025166,2.9978949276849037e-06,0.1193441987749964,negligible,positive,1.2914008919258045e-05,True,EEG_scientific_feature,0.6252947524007433,0.1193441987749964,0.1193441987749964,2.997894927684904e-06,1.2914008919258045e-05,True,positive,0.6470588235294118,weak,agreement,weak_replicated,moderate_replicated,0.4074097788974967,7.119344,21,12,1059,20008,2.305587252193009,2.9308820045937525,1.0445502415118426,1.3325680341355033,4.162152707768499,5.290287353976438,0.2880177926236607,4.692431300025166,negligible,positive,True,22.0,-0.0107984797255205,0.0151709516428865,0.1177219028773019,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0815579197743975,0.1098504300048916,0.2090348371121713,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0107984797255205,0.0151709516428865,0.1177219028773019,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17,0.0815579197743975,0.1098504300048916,0.2090348371121713,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,-0.3370532596592301,0.6252947524007433,0.3370532596592301,0.6252947524007433,0.9623480120599734,0.9623480120599734,opposite_direction,correct_dominant,target_dissociated,6.358390947165893e-05,1.2914008919258045e-05,True,True,significant_both_targets,1.924696024119947,8,correct,theta,parietal,regional_power,0.6252947524007433,0.1193441987749964,0.1193441987749964,2.997894927684904e-06,1.2914008919258045e-05,True,positive,0.6470588235294118,weak,agreement,moderate_replicated,negligible,7.119344,12,replicated_candidate; theta-band; parietal-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,alpha_beta_frontal_ratio,1059,20008,3.396731287888896,3.9892574387109416,2.06947738889579,2.5734395213353807,4.438216522700676,4.552452781254413,0.5925261508220454,0.5039621324395909,4.228429588160011,2.5352812416893972e-05,0.1303176474367501,negligible,positive,0.0001014112496675,True,EEG_scientific_feature,0.5925261508220454,0.1303176474367501,0.1303176474367501,2.535281241689397e-05,0.0001014112496675,True,positive,0.5882352941176471,weak,agreement,weak_replicated,moderate_replicated,0.4172858826930751,7.130318,14,7,1059,20008,3.396731287888896,3.9892574387109416,2.06947738889579,2.5734395213353807,4.438216522700676,4.552452781254413,0.5039621324395909,4.228429588160011,negligible,positive,True,22.0,0.0068680672331284,-0.0001755538643857,0.139233346238755,0.5,0.5,0.5,mixed,mixed,17.0,0.011768877838233,0.1052386511879747,0.2977090159764011,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,0.0068680672331284,-0.0001755538643857,0.139233346238755,0.5,0.5,0.5,mixed,mixed,17,0.011768877838233,0.1052386511879747,0.2977090159764011,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,-0.114316307364513,0.5925261508220454,0.114316307364513,0.5925261508220454,0.7068424581865584,0.7068424581865584,opposite_direction,correct_dominant,target_dissociated,0.1537306237957149,0.0001014112496675,False,True,significant_correct_only,1.4136849163731169,11,correct,alpha,frontal,ratio,0.5925261508220454,0.1303176474367501,0.1303176474367501,2.535281241689397e-05,0.0001014112496675,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.130318,7,replicated_candidate; alpha-band; frontal-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,alpha_beta_parietal_ratio,1059,20008,7.559328819946231,8.542842623178089,5.407454733288842,5.896268726534624,7.37934077319379,8.219609024502853,0.9835138032318582,0.488813993245782,4.201455187952607,2.848251636495596e-05,0.1202418218023179,negligible,positive,0.0001063347277625,True,EEG_scientific_feature,0.9835138032318582,0.1202418218023179,0.1202418218023179,2.848251636495596e-05,0.0001063347277625,True,positive,0.5882352941176471,weak,agreement,weak_replicated,moderate_replicated,0.4082176396220861,7.120242,20,11,1059,20008,7.559328819946231,8.542842623178089,5.407454733288842,5.896268726534624,7.37934077319379,8.219609024502853,0.488813993245782,4.201455187952607,negligible,positive,True,22.0,-0.0088998782477433,-0.0071468796309285,0.1426602702448964,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0371328330699508,0.0382750490663845,0.1867175886361358,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0088998782477433,-0.0071468796309285,0.1426602702448964,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17,0.0371328330699508,0.0382750490663845,0.1867175886361358,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,-0.1230716605649302,0.9835138032318582,0.1230716605649302,0.9835138032318582,1.1065854637967885,1.1065854637967885,opposite_direction,correct_dominant,target_dissociated,0.3612440624792554,0.0001063347277625,False,True,significant_correct_only,2.213170927593577,7,correct,alpha,parietal,ratio,0.9835138032318582,0.1202418218023179,0.1202418218023179,2.848251636495596e-05,0.0001063347277625,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.120242,11,replicated_candidate; alpha-band; parietal-region; positive; negligible-effect,7.0,True,True,weak_replicated
correct,alpha_rel,1059,20008,0.2155580591621264,0.2330884868868708,0.1899507481693337,0.2056888809138222,0.1357052701277565,0.1354180581138764,0.0175304277247444,0.0157381327444885,4.097230820359266,4.4687129872806026e-05,0.1294403336185308,negligible,positive,0.0001465080516652,True,EEG_scientific_feature,0.0175304277247444,0.1294403336185308,0.1294403336185308,4.4687129872806026e-05,0.0001465080516652,True,positive,0.6470588235294118,weak,agreement,weak_replicated,moderate_replicated,0.4164963002566777,7.12944,16,9,1059,20008,0.2155580591621264,0.2330884868868708,0.1899507481693337,0.2056888809138222,0.1357052701277565,0.1354180581138764,0.0157381327444885,4.097230820359266,negligible,positive,True,22.0,-0.0031567144845136,0.0027394348243675,0.1019434999876411,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0509783235501128,0.0454504463368716,0.1775602368839881,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,7.0,2.0,22,-0.0031567144845136,0.0027394348243675,0.1019434999876411,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17,0.0509783235501128,0.0454504463368716,0.1775602368839881,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,0.0034309465301826,0.0175304277247444,0.0034309465301826,0.0175304277247444,0.0140994811945618,0.0140994811945618,same_direction,weak_both_targets,weak_cross_target_pattern,0.1534755902104805,0.0001465080516652,False,True,significant_correct_only,0.0350608554494888,45,correct,alpha,global,relative_power,0.0175304277247444,0.1294403336185308,0.1294403336185308,4.4687129872806026e-05,0.0001465080516652,True,positive,0.6470588235294118,weak,agreement,moderate_replicated,negligible,7.12944,9,replicated_candidate; alpha-band; global-region; positive; negligible-effect,7.0,True,True,weak_replicated
